CI_Name,CI_Cat,CI_Subcat,Incident_ID,Status,Impact,Urgency,Priority,Category,Alert_Status,No_of_Reassignments,Open_Time,Reopen_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,No_of_Related_Incidents,No_of_Related_Changes,Region,Network_Type,Incident Description,Was_Reopened
APP000001,application,Citrix,IM0017032,Closed,4,4,4.0,incident,closed,0.0,26-11-2013 15:57,,28-11-2013 16:23,28-11-2013 16:23,"4,14,69,44,444",User error,1.0,,,NAM,VPN Service,impacting application services | telecom disruption identified | engineering review in progress | VPN Service routing instability detected in network | telecom workflow activity detected,0
SBA000607,application,Server Based Application,IM0017033,Closed,5,5,5.0,incident,closed,9.0,26-11-2013 16:03,,16-12-2013 13:16,16-12-2013 13:16,"1,44,21,44,444",Other,1.0,1.0,,APAC,Wireless Network,active outage affecting telecom services | monitoring ongoing service issue | network operations monitoring update | impacting application services | Wireless Network telecom outage impacting regional services,0
SBA000689,application,Server Based Application,IM0017034,Closed,5,5,5.0,request for information,closed,1.0,26-11-2013 16:09,,26-11-2013 16:51,26-11-2013 16:51,"0,696388889",Other,1.0,,,EMEA,Wireless Network,Wireless Network network latency impacting operations | network operations monitoring update | need clarification regarding service behavior | impacting application services | awaiting operational confirmation,0
SUB000442,subapplication,Web Based Application,IM0017035,Closed,4,4,4.0,incident,closed,0.0,26-11-2013 16:20,,27-11-2013 08:57,27-11-2013 08:57,"3,12,19,44,444",Hardware,1.0,,,LATAM,Wireless Network,telecom workflow activity detected | critical operational issue detected | awaiting operational confirmation | impacting subapplication services | Wireless Network connectivity fluctuations under investigation,0
SBA000609,application,Server Based Application,IM0017036,Closed,5,5,5.0,request for information,closed,1.0,26-11-2013 16:45,,06-12-2013 09:40,06-12-2013 09:40,"3,20,11,11,111",No error - works as designed,1.0,,,EMEA,Wireless Network,network operations monitoring update | impacting application services | engineering review in progress | seeking status update for telecom issue | Wireless Network packet loss affecting telecom traffic,0
LAP001058,computer,Laptop,IM0017037,Closed,5,5,5.0,incident,closed,6.0,26-11-2013 16:48,18-12-2013 10:55,19-12-2013 16:42,19-12-2013 16:42,"1,13,88,22,222",Hardware,2.0,,,LATAM,Mobile Core,further network analysis required | impacting computer services | network issue impacting operations | ongoing operational activity observed | Mobile Core telecom outage impacting regional services,1
DTA000616,application,Desktop Application,IM0017038,Closed,4,4,4.0,incident,closed,0.0,26-11-2013 17:00,,04-12-2013 16:40,04-12-2013 16:40,"4,27,22,22,222",Other,1.0,,,APAC,Mobile Core,impacting application services | ongoing operational activity observed | requesting update regarding ongoing issue | Mobile Core packet loss affecting telecom traffic | requires infrastructure verification,0
SUB000456,subapplication,Web Based Application,IM0017039,Closed,4,4,4.0,incident,closed,0.0,26-11-2013 17:02,,27-11-2013 08:15,27-11-2013 08:15,"1,72,11,11,111",Other,1.0,,,NAM,Fiber Network,telecom workflow activity detected | network degradation impacting enterprise traffic | Fiber Network packet loss affecting telecom traffic | impacting subapplication services | ticket escalated to telecom support,0
DTA000016,application,Desktop Application,IM0017040,Closed,4,4,4.0,incident,closed,0.0,26-11-2013 17:07,,02-12-2013 09:42,02-12-2013 09:42,"2,02,73,33,333",Software,2.0,,,APAC,5G Network,network degradation impacting enterprise traffic | impacting application services | network operations monitoring update | engineering review in progress | 5G Network connectivity fluctuations under investigation,0
SBA000154,application,Server Based Application,IM0017041,Closed,3,3,3.0,incident,closed,1.0,26-11-2013 17:15,,26-11-2013 18:09,26-11-2013 18:09,"0,746666667",No error - works as designed,1.0,,,NAM,Fiber Network,telecom ticket under investigation | engineering review in progress | impacting application services | critical operational issue detected | Fiber Network service degradation impacting users,0
WBA000017,application,Web Based Application,IM0017042,Closed,3,3,3.0,incident,closed,0.0,27-11-2013 07:44,,27-11-2013 15:08,27-11-2013 15:08,"5,58",Software,7.0,2.0,,EMEA,Fiber Network,Fiber Network network slowdown affecting enterprise traffic | telecom workflow activity detected | further network analysis required | impacting application services | telecom disruption identified,0
HMD000017,hardware,MigratieDummy,IM0017043,Closed,5,5,5.0,request for information,closed,1.0,27-11-2013 08:35,,,05-12-2013 09:16,"0,011111111",No error - works as designed,1.0,,,APAC,5G Network,5G Network traffic congestion affecting node performance | impacting hardware services | need clarification regarding service behavior | awaiting operational confirmation | telecom workflow activity detected,0
LAP000645,computer,Laptop,IM0017044,Closed,4,4,4.0,incident,closed,3.0,27-11-2013 08:38,,03-12-2013 13:07,03-12-2013 13:07,"2,32,34,72,222",Other,1.0,,,APAC,5G Network,request raised for outage escalation support | impacting computer services | telecom ticket under investigation | 5G Network routing instability detected in network | monitoring ongoing service issue,0
DTA000616,application,Desktop Application,IM0017045,Closed,3,3,3.0,incident,closed,0.0,27-11-2013 08:40,,29-11-2013 15:39,29-11-2013 15:39,"6,68,22,22,222",Software,1.0,,,APAC,Wireless Network,network issue impacting operations | network operations monitoring update | impacting application services | monitoring ongoing service issue | Wireless Network connectivity fluctuations under investigation,0
SBA000630,application,Server Based Application,IM0017046,Closed,5,5,5.0,request for information,closed,3.0,26-11-2013 15:34,,05-12-2013 14:21,05-12-2013 14:21,"5,45,86,11,111",No error - works as designed,1.0,,,NAM,Fiber Network,telecom ticket under investigation | impacting application services | issue under telecom investigation | need clarification regarding service behavior | Fiber Network vpn disruption affecting connectivity,0
SUB000456,subapplication,Web Based Application,IM0017047,Closed,4,4,4.0,incident,closed,0.0,26-11-2013 15:34,,26-11-2013 15:46,26-11-2013 15:46,"0,205833333",Software,1.0,,,LATAM,Core Network,further network analysis required | critical operational issue detected | impacting subapplication services | telecom workflow activity detected | Core Network telecom outage impacting regional services,0
SBA000659,application,Server Based Application,IM0017048,Closed,4,4,4.0,incident,closed,0.0,26-11-2013 15:35,,27-11-2013 09:04,27-11-2013 09:04,"3,99,61,11,111",User error,1.0,,,EMEA,5G Network,telecom disruption identified | ongoing operational activity observed | engineering review in progress | 5G Network intermittent wireless instability observed | impacting application services,0
CBA000014,application,Client Based Application,IM0017049,Closed,3,3,3.0,request for information,closed,3.0,26-11-2013 16:01,,09-12-2013 09:03,09-12-2013 09:03,"8,75,32,22,222",No error - works as designed,2.0,,,NAM,5G Network,clarification needed for ongoing connectivity issue | 5G Network connectivity fluctuations under investigation | impacting application services | awaiting operational confirmation | telecom workflow activity detected,0
SAP000005,application,SAP,IM0017050,Closed,5,5,5.0,request for information,closed,2.0,26-11-2013 16:13,,03-02-2014 09:13,03-02-2014 09:14,"4,76,01,97,222",Software,1.0,,,APAC,VPN Service,monitoring ongoing service issue | telecom workflow activity detected | guidance required regarding network instability | impacting application services | VPN Service network latency impacting operations,0
SBA000017,application,Server Based Application,IM0017051,Closed,4,4,4.0,incident,closed,0.0,26-11-2013 16:16,,26-11-2013 16:24,26-11-2013 16:24,"0,128055556",User error,1.0,,,EMEA,Wireless Network,Wireless Network telecom outage impacting regional services | ticket escalated to telecom support | network issue impacting operations | network operations monitoring update | impacting application services,0
SAP000005,application,SAP,IM0017052,Closed,5,5,5.0,request for information,closed,2.0,26-11-2013 16:18,,03-02-2014 09:14,03-02-2014 09:15,"4,75,93,38,889",Software,1.0,,,APAC,Core Network,Core Network network latency impacting operations | impacting application services | telecom ticket under investigation | issue under telecom investigation | requesting investigation update from telecom team,0
SAP000005,application,SAP,IM0017053,Closed,5,5,5.0,request for information,closed,4.0,26-11-2013 16:23,,12-12-2013 11:08,12-12-2013 11:08,"1,20,74,94,444",Software,1.0,,,NAM,VPN Service,ongoing operational activity observed | issue under telecom investigation | VPN Service connectivity fluctuations under investigation | need clarification regarding service behavior | impacting application services,0
WBA000011,application,Web Based Application,IM0017054,Closed,5,5,5.0,incident,closed,0.0,26-11-2013 16:23,,,09-12-2013 14:38,"28,125",Software,1.0,1.0,,EMEA,Core Network,network degradation impacting enterprise traffic | issue under telecom investigation | impacting application services | Core Network intermittent wireless instability observed | ongoing operational activity observed,0
SAP000005,application,SAP,IM0017055,Closed,5,5,5.0,request for information,closed,3.0,26-11-2013 16:30,,02-12-2013 15:41,02-12-2013 15:41,"4,11,825",User error,1.0,,,EMEA,Fiber Network,impacting application services | seeking status update for telecom issue | Fiber Network routing instability detected in network | engineering review in progress | telecom ticket under investigation,0
SUB000540,subapplication,Web Based Application,IM0017056,Closed,3,3,3.0,incident,closed,1.0,26-11-2013 16:48,,27-11-2013 08:13,27-11-2013 08:13,"1,91,91,66,667",Other,1.0,,,LATAM,5G Network,impacting subapplication services | monitoring ongoing service issue | service instability reported | ongoing operational activity observed | 5G Network telecom outage impacting regional services,0
SUB000456,subapplication,Web Based Application,IM0017057,Closed,4,4,4.0,incident,closed,3.0,26-11-2013 16:48,,10-12-2013 11:55,10-12-2013 11:55,"6,19,53,05,556",Unknown,1.0,,,EMEA,Wireless Network,engineering review in progress | active outage affecting telecom services | Wireless Network vpn disruption affecting connectivity | ongoing operational activity observed | impacting subapplication services,0
WBA000058,application,Web Based Application,IM0017058,Closed,4,4,4.0,incident,closed,0.0,26-11-2013 17:01,,27-11-2013 08:38,27-11-2013 08:38,"2,10,88,88,889",Software,1.0,,,NAM,Core Network,awaiting operational confirmation | telecom workflow activity detected | Core Network routing instability detected in network | impacting application services | network issue impacting operations,0
SBA000462,application,Server Based Application,IM0017059,Closed,4,4,4.0,incident,closed,0.0,26-11-2013 17:21,,27-11-2013 08:23,27-11-2013 08:23,"1,54,02,77,778",Other,1.0,,,APAC,5G Network,5G Network intermittent wireless instability observed | further network analysis required | service instability reported | telecom workflow activity detected | impacting application services,0
WBA000144,application,Web Based Application,IM0017060,Closed,5,5,5.0,incident,closed,0.0,26-11-2013 19:34,,28-11-2013 13:32,28-11-2013 13:32,"1,65,43,88,889",No error - works as designed,1.0,,,APAC,Core Network,telecom workflow activity detected | Core Network vpn disruption affecting connectivity | impacting application services | active outage affecting telecom services | requires infrastructure verification,0
SBA000154,application,Server Based Application,IM0017061,Closed,3,3,3.0,incident,closed,1.0,27-11-2013 02:04,,27-11-2013 16:45,27-11-2013 16:45,"0,214166667",Other,1.0,,,EMEA,Wireless Network,telecom ticket under investigation | further network analysis required | impacting application services | request raised for outage escalation support | Wireless Network routing instability detected in network,0
